Chromosome,Position,target
chr1,226152354.0,ACBD3
chr1,226164876.0,ACBD3
chr17,45137764.0,ACBD4
chr17,45136555.0,ACBD4
chr10,27217992.0,ACBD5
chr10,27210892.0,ACBD5
chr1,180502230.0,ACBD6
chr1,180502213.0,ACBD6
chr10,15078745.0,ACBD7
chr10,15078995.0,ACBD7
chr11,44075582.0,ACCS
chr11,44075533.0,ACCS
chr11,44051709.0,ACCSL
chr11,44051366.0,ACCSL
chr16,67659723.0,ACD
chr16,67658784.0,ACD
chr17,63485310.0,ACE
chr17,63493524.0,ACE
chrX,15589394.0,ACE2
chrX,15573462.0,ACE2
chr19,6309757.0,ACER1
chr19,6309793.0,ACER1
chr9,19409181.0,ACER2
chr9,19435063.0,ACER2
chr11,77016707.0,ACER3
chr11,77015036.0,ACER3
chr7,100893917.0,ACHE
chr7,100893693.0,ACHE
chr14,23064429.0,ACIN1
chr14,23069518.0,ACIN1
chr1,159205454.0,ACKR1
chr1,159205802.0,ACKR1
chr3,42865100.0,ACKR2
chr3,42864695.0,ACKR2
chr2,236581282.0,ACKR3
chr2,236581245.0,ACKR3
chr3,132601060.0,ACKR4
chr3,132600803.0,ACKR4
chr17,41907454.0,ACLY
chr17,41893039.0,ACLY
chr2,134863599.0,ACMSD
chr2,134871049.0,ACMSD
chr9,32436296.0,ACO1
chr9,32423408.0,ACO1
chr22,41522978.0,ACO2
chr22,41507875.0,ACO2
chr13,76957037.0,ACOD1
chr13,76952623.0,ACOD1
chr14,73537590.0,ACOT1
chr14,73537601.0,ACOT1
chr1,54594028.0,ACOT11
chr1,54584838.0,ACOT11
chr5,81347873.0,ACOT12
chr5,81347816.0,ACOT12
chr6,24697979.0,ACOT13
chr6,24697962.0,ACOT13
chr14,73569595.0,ACOT2
chr14,73569690.0,ACOT2
chr14,73593848.0,ACOT4
chr14,73592311.0,ACOT4
chr14,73619718.0,ACOT6
chr14,73619634.0,ACOT6
chr1,6349832.0,ACOT7
chr1,6349761.0,ACOT7
chr20,45848639.0,ACOT8
chr20,45855275.0,ACOT8
chrX,23722675.0,ACOT9
chrX,23705541.0,ACOT9
chr17,75951462.0,ACOX1
chr17,75955682.0,ACOX1
chr3,58535020.0,ACOX2
chr3,58530588.0,ACOX2
chr4,8414357.0,ACOX3
chr4,8415923.0,ACOX3
chr2,110784777.0,ACOXL
chr2,110768417.0,ACOXL
chr2,272148.0,ACP1
chr2,272220.0,ACP1
chr11,47245356.0,ACP2
chr11,47244769.0,ACP2
chr3,132356784.0,ACP3
chr3,132337463.0,ACP3
chr19,50794544.0,ACP4
chr19,50794525.0,ACP4
chr19,11576786.0,ACP5
chr19,11576348.0,ACP5
chr1,147648320.0,ACP6
chr1,147659398.0,ACP6
chr19,39100289.0,ACP7
chr19,39099004.0,ACP7
chr22,50739873.0,ACR
chr22,50739427.0,ACR
chr12,6646549.0,ACRBP
chr12,6646538.0,ACRBP
chr11,125677862.0,ACRV1
chr11,125678046.0,ACRV1
chr15,78194638.0,ACSBG1
chr15,78193962.0,ACSBG1
chr19,6165873.0,ACSBG2
chr19,6185554.0,ACSBG2
chr17,50461317.0,ACSF2
chr17,50462447.0,ACSF2
chr16,89100867.0,ACSF3
chr16,89101000.0,ACSF3
chr4,184766725.0,ACSL1
chr4,184776896.0,ACSL1
chr2,222927110.0,ACSL3
chr2,222922805.0,ACSL3
chrX,109668113.0,ACSL4
chrX,109674413.0,ACSL4
chr10,112404738.0,ACSL5
chr10,112395000.0,ACSL5
chr5,131973278.0,ACSL6
chr5,131988858.0,ACSL6
chr16,20691060.0,ACSM1
chr16,20685299.0,ACSM1
chr16,20475415.0,ACSM2A
chr16,20475678.0,ACSM2A
chr16,20548160.0,ACSM2B
chr16,20537306.0,ACSM2B
chr16,20785076.0,ACSM3
chr16,20775966.0,ACSM3
chr12,7320778.0,ACSM4
chr12,7317264.0,ACSM4
chr16,20421328.0,ACSM5
chr16,20421317.0,ACSM5
chr10,95207323.0,ACSM6
chr10,95211941.0,ACSM6
chr20,25048139.0,ACSS1
chr20,25021471.0,ACSS1
chr20,34921415.0,ACSS2
chr20,34913132.0,ACSS2
chr12,81151908.0,ACSS3
chr12,81199378.0,ACSS3
chr1,229433053.0,ACTA1
chr1,229433078.0,ACTA1
chr10,88941231.0,ACTA2
chr10,88938153.0,ACTA2
chr7,5529629.0,ACTB
chr7,5529173.0,ACTB
chr5,57482598.0,ACTBL2
chr5,57482593.0,ACTBL2
chr15,34794771.0,ACTC1
chr15,34794774.0,ACTC1
chr17,81512326.0,ACTG1
chr17,81511915.0,ACTG1
chr2,73901341.0,ACTG2
chr2,73902456.0,ACTG2
chr20,33667988.0,ACTL10
chr20,33668182.0,ACTL10
chr3,179576282.0,ACTL6A
chr3,179576299.0,ACTL6A
chr7,100655113.0,ACTL6B
chr7,100646628.0,ACTL6B
chr9,108862734.0,ACTL7A
chr9,108863586.0,ACTL7A
chr9,108855265.0,ACTL7B
chr9,108854786.0,ACTL7B
chr1,17825895.0,ACTL8
chr1,17823261.0,ACTL8
chr19,8698414.0,ACTL9
chr19,8697931.0,ACTL9
chr14,68882563.0,ACTN1
chr14,68880825.0,ACTN1
chr14,68978815.0,ACTN1-AS1
chr14,68979228.0,ACTN1-AS1
chr1,236744757.0,ACTN2
chr1,236755184.0,ACTN2
chr11,66562022.0,ACTN3
chr11,66559975.0,ACTN3
chr19,38717200.0,ACTN4
chr19,38721564.0,ACTN4
chr14,58209036.0,ACTR10
chr14,58211369.0,ACTR10
chr10,102484364.0,ACTR1A
chr10,102482107.0,ACTR1A
chr2,97658452.0,ACTR1B
chr2,97659421.0,ACTR1B
chr2,65227946.0,ACTR2
chr2,65268627.0,ACTR2
chr2,113934346.0,ACTR3
chr2,113927369.0,ACTR3
chr7,152852164.0,ACTR3B
chr7,152853583.0,ACTR3B
chr7,150220239.0,ACTR3C
chr7,150248997.0,ACTR3C
chr20,38752276.0,ACTR5
chr20,38756001.0,ACTR5
chr12,100220077.0,ACTR6
chr12,100200858.0,ACTR6
chr3,53877324.0,ACTR8
chr3,53875986.0,ACTR8
chrX,128051979.0,ACTRT1
chrX,128051312.0,ACTRT1
chr1,3022376.0,ACTRT2
chr1,3022805.0,ACTRT2
chr3,169769373.0,ACTRT3
chr3,169769509.0,ACTRT3
chr2,157780496.0,ACVR1
chr2,157738538.0,ACVR1
chr12,51984084.0,ACVR1B
chr12,51975493.0,ACVR1B
chr2,157541116.0,ACVR1C
chr2,157538598.0,ACVR1C
chr2,147920328.0,ACVR2A
chr2,147922991.0,ACVR2A
chr3,38477902.0,ACVR2B
chr3,38477356.0,ACVR2B
chr12,51916235.0,ACVRL1
chr12,51913292.0,ACVRL1
chr11,67646849.0,ACY3
chr11,67644838.0,ACY3
chr14,75053620.0,ACYP1
chr14,75063536.0,ACYP1
chr2,54115717.0,ACYP2
chr2,54115745.0,ACYP2
chr20,44623049.0,ADA
chr20,44622892.0,ADA
chr22,17189955.0,ADA2
chr22,17189957.0,ADA2
chr4,122415394.0,ADAD1
chr4,122407929.0,ADAD1
chr16,84194510.0,ADAD2
chr16,84195925.0,ADAD2
chr15,43349033.0,ADAL
chr15,43345975.0,ADAL
chr15,58679223.0,ADAM10
chr15,58679251.0,ADAM10
chr17,44776128.0,ADAM11
chr17,44773393.0,ADAM11
chr10,126049314.0,ADAM12
chr10,126109787.0,ADAM12
chr1,155053946.0,ADAM15
chr1,155055841.0,ADAM15
chr2,9510080.0,ADAM17
chr2,9494712.0,ADAM17
chr8,39609492.0,ADAM18
chr8,39680163.0,ADAM18
chr5,157530826.0,ADAM19
chr5,157537935.0,ADAM19
chr8,39821118.0,ADAM2
chr8,39788166.0,ADAM2
chr14,70523158.0,ADAM20
chr14,70524456.0,ADAM20
chr14,70458994.0,ADAM21
chr14,70457788.0,ADAM21
chr7,88108201.0,ADAM22
chr7,88075658.0,ADAM22
chr2,206543286.0,ADAM23
chr2,206542097.0,ADAM23
chr8,24310179.0,ADAM28
chr8,24330104.0,ADAM28
chr4,174976353.0,ADAM29
chr4,174975966.0,ADAM29
chr1,119894425.0,ADAM30
chr1,119894278.0,ADAM30
chr8,39136707.0,ADAM32
chr8,39151430.0,ADAM32
chr20,3674231.0,ADAM33
chr20,3671929.0,ADAM33
chr8,24487228.0,ADAM7
chr8,24485358.0,ADAM7
chr10,133270426.0,ADAM8
chr10,133272458.0,ADAM8
chr8,39077377.0,ADAM9
chr8,39026683.0,ADAM9
chr8,24400242.0,ADAMDEC1
chr8,24404055.0,ADAMDEC1
chr21,26844824.0,ADAMTS1
chr21,26842618.0,ADAMTS1
chr19,8601027.0,ADAMTS10
chr19,8584980.0,ADAMTS10
chr5,33649589.0,ADAMTS12
chr5,33624322.0,ADAMTS12
chr9,133426284.0,ADAMTS13
chr9,133442467.0,ADAMTS13
chr10,70730222.0,ADAMTS14
chr10,70732342.0,ADAMTS14
chr11,130449709.0,ADAMTS15
chr11,130449615.0,ADAMTS15
chr5,5186239.0,ADAMTS16
chr5,5232440.0,ADAMTS16
chr15,100281283.0,ADAMTS17
chr15,100281328.0,ADAMTS17
chr16,77320015.0,ADAMTS18
chr16,77359330.0,ADAMTS18
chr5,129620659.0,ADAMTS19
chr5,129461700.0,ADAMTS19
chr5,179343786.0,ADAMTS2
chr5,179343841.0,ADAMTS2
chr12,43550926.0,ADAMTS20
chr12,43550922.0,ADAMTS20
chr4,72319373.0,ADAMTS3
chr4,72548497.0,ADAMTS3
chr1,161198171.0,ADAMTS4
chr1,161196212.0,ADAMTS4
chr21,26966157.0,ADAMTS5
chr21,26954787.0,ADAMTS5
chr5,65451489.0,ADAMTS6
chr5,65460288.0,ADAMTS6
chr15,78800398.0,ADAMTS7
chr15,78789751.0,ADAMTS7
chr11,130419086.0,ADAMTS8
chr11,130411445.0,ADAMTS8
chr3,64622289.0,ADAMTS9
chr3,64686708.0,ADAMTS9
chr9,18776996.0,ADAMTSL1
chr9,18504844.0,ADAMTSL1
chr9,133547076.0,ADAMTSL2
chr9,133561240.0,ADAMTSL2
chr15,83897907.0,ADAMTSL3
chr15,83970613.0,ADAMTSL3
chr1,150556784.0,ADAMTSL4
chr1,150556177.0,ADAMTSL4
chr19,1510179.0,ADAMTSL5
chr19,1507344.0,ADAMTSL5
chr7,905101.0,ADAP1
chr7,904244.0,ADAP1
chr17,30949323.0,ADAP2
chr17,30934280.0,ADAP2
chr1,154589869.0,ADAR
chr1,154597900.0,ADAR
chr21,45180372.0,ADARB1
chr21,45176545.0,ADARB1
chr10,1271034.0,ADARB2
chr10,1242202.0,ADARB2
chr16,75612381.0,ADAT1
chr16,75603120.0,ADAT1
chr6,143432531.0,ADAT2
chr6,143433855.0,ADAT2
chr19,1913017.0,ADAT3
chr19,1913098.0,ADAT3
chr14,77931530.0,ADCK1
chr14,77931618.0,ADCK1
chr7,140687018.0,ADCK2
chr7,140674174.0,ADCK2
chr8,144391254.0,ADCK5
chr8,144383115.0,ADCK5
chr7,45708467.0,ADCY1
chr7,45592827.0,ADCY1
chr1,167880127.0,ADCY10
chr1,167856303.0,ADCY10
chr5,7690828.0,ADCY2
chr5,7520851.0,ADCY2
chr2,24918410.0,ADCY3
chr2,24918533.0,ADCY3
chr14,24329527.0,ADCY4
chr14,24332827.0,ADCY4
chr3,123447707.0,ADCY5
chr3,123328744.0,ADCY5
chr12,48782606.0,ADCY6
chr12,48783285.0,ADCY6
chr12,48788715.0,ADCY6-DT
chr12,48788621.0,ADCY6-DT
chr16,50290543.0,ADCY7
chr16,50315014.0,ADCY7
chr8,130904010.0,ADCY8
chr8,130951962.0,ADCY8
chr16,3979200.0,ADCY9
chr16,4114112.0,ADCY9
chr18,908281.0,ADCYAP1
chr18,908286.0,ADCYAP1
chr7,31084161.0,ADCYAP1R1
chr7,31084823.0,ADCYAP1R1
chr4,2899423.0,ADD1
chr4,2898231.0,ADD1
chr2,70696257.0,ADD2
chr2,70692415.0,ADD2
chr10,110119228.0,ADD3
chr10,110119508.0,ADD3
chr10,110008583.0,ADD3-AS1
chr10,110008583.0,ADD3-AS1
chr6,146788395.0,ADGB
chr6,146788558.0,ADGB
chr10,133098718.0,ADGRA1
chr10,133128410.0,ADGRA1
chr8,37814911.0,ADGRA2
chr8,37833739.0,ADGRA2
chr4,22413286.0,ADGRA3
chr4,22445067.0,ADGRA3
chr8,142484753.0,ADGRB1
chr8,142520914.0,ADGRB1
chr1,31737713.0,ADGRB2
chr1,31744321.0,ADGRB2
chr6,68936621.0,ADGRB3
chr6,69235069.0,ADGRB3
chr12,131005994.0,ADGRD1
chr12,130971473.0,ADGRD1
chr19,6926465.0,ADGRE1
chr19,6913704.0,ADGRE1
chr19,14766990.0,ADGRE2
chr19,14756344.0,ADGRE2
chr19,14641431.0,ADGRE3
chr19,14668839.0,ADGRE3
chr19,14381545.0,ADGRE5
chr19,14402683.0,ADGRE5
chr6,47024129.0,ADGRF1
chr6,47014788.0,ADGRF1
chr6,47682410.0,ADGRF2
chr6,47682097.0,ADGRF2
chr2,26313006.0,ADGRF3
chr2,26311987.0,ADGRF3
chr6,47714875.0,ADGRF4
chr6,47712486.0,ADGRF4
chr6,46868905.0,ADGRF5
chr6,46879946.0,ADGRF5
chr16,57654062.0,ADGRG1
chr16,57654082.0,ADGRG1
chrX,19006091.0,ADGRG2
chrX,19014043.0,ADGRG2
chr16,57684409.0,ADGRG3
chr16,57680294.0,ADGRG3
chrX,136346991.0,ADGRG4
chrX,136323206.0,ADGRG4
chr16,57567538.0,ADGRG5
chr16,57567913.0,ADGRG5
chr6,142382022.0,ADGRG6
chr6,142370782.0,ADGRG6
chr3,100649754.0,ADGRG7
chr3,100659744.0,ADGRG7
chr19,14162695.0,ADGRL1
chr19,14160252.0,ADGRL1
chr1,81943611.0,ADGRL2
chr1,81943410.0,ADGRL2
chr4,61909689.0,ADGRL3
chr4,61979637.0,ADGRL3
chr1,78938139.0,ADGRL4
chr1,78891576.0,ADGRL4
chr5,90629306.0,ADGRV1
chr5,90653516.0,ADGRV1
chr4,99286944.0,ADH1A
chr4,99284613.0,ADH1A
chr4,99311546.0,ADH1B
chr4,99316003.0,ADH1B
chr4,99343037.0,ADH1C
chr4,99344874.0,ADH1C
chr4,99131748.0,ADH4
chr4,99131747.0,ADH4
chr4,99076351.0,ADH5
chr4,99082097.0,ADH5
chr4,99208884.0,ADH6
chr4,99213618.0,ADH6
chr4,99428504.0,ADH7
chr4,99420583.0,ADH7
chr8,66445282.0,ADHFE1
chr8,66457111.0,ADHFE1
chr2,3500988.0,ADI1
chr2,3500945.0,ADI1
chr20,38581282.0,ADIG
chr20,38581332.0,ADIG
chr3,186854219.0,ADIPOQ
chr3,186854218.0,ADIPOQ
chr1,202943832.0,ADIPOR1
chr1,202941646.0,ADIPOR1
chr12,1780459.0,ADIPOR2
chr12,1783930.0,ADIPOR2
chr10,86968546.0,ADIRF
chr10,86968572.0,ADIRF
chr10,74600456.0,ADK
chr10,74394248.0,ADK
chr11,10305775.0,ADM
chr11,10305733.0,ADM
chr22,50481946.0,ADM2
chr22,50481883.0,ADM2
chr19,49689880.0,ADM5
chr19,49689879.0,ADM5
chr20,50891586.0,ADNP
chr20,50892981.0,ADNP
chr18,80137011.0,ADNP2
chr18,80136937.0,ADNP2
chr10,62805582.0,ADO
chr10,62805463.0,ADO
chr1,203165361.0,ADORA1
chr1,203165786.0,ADORA1
chr22,24433434.0,ADORA2A
chr22,24433429.0,ADORA2A
chr22,24495183.0,ADORA2A-AS1
chr22,24495158.0,ADORA2A-AS1
chr17,15945314.0,ADORA2B
chr17,15945350.0,ADORA2B
chr1,111500329.0,ADORA3
chr1,111500331.0,ADORA3
chr15,72752874.0,ADPGK
chr15,72755595.0,ADPGK
chr3,119586547.0,ADPRH
chr3,119587711.0,ADPRH
chr13,113453249.0,ADPRHL1
chr13,113433797.0,ADPRHL1
chr1,36091960.0,ADPRHL2
chr1,36091296.0,ADPRHL2
chr17,10705147.0,ADPRM
chr17,10705240.0,ADPRM
chr8,26864352.0,ADRA1A
chr8,26864728.0,ADRA1A
chr5,159917332.0,ADRA1B
chr5,159917701.0,ADRA1B
chr20,4248220.0,ADRA1D
chr20,4248428.0,ADRA1D
chr10,111078610.0,ADRA2A
chr10,111079247.0,ADRA2A
chr2,96115400.0,ADRA2B
chr2,96115719.0,ADRA2B
chr4,3767131.0,ADRA2C
chr4,3766786.0,ADRA2C
chr10,114044549.0,ADRB1
chr10,114044867.0,ADRB1
chr5,148827475.0,ADRB2
chr5,148827207.0,ADRB2
chr8,37965961.0,ADRB3
chr8,37966117.0,ADRB3
chr20,62303688.0,ADRM1
chr20,62308082.0,ADRM1
chr22,40354265.0,ADSL
chr22,40358891.0,ADSL
chr14,104741874.0,ADSS1
chr14,104741132.0,ADSS1
chr1,244451803.0,ADSS2
chr1,244451807.0,ADSS2
chr6,11766286.0,ADTRP
chr6,11778749.0,ADTRP
chr7,44112558.0,AEBP1
chr7,44113095.0,AEBP1
chr12,19440707.0,AEBP2
chr12,19462701.0,AEBP2
chr15,88626677.0,AEN
chr15,88626612.0,AEN
chr4,7793764.0,AFAP1
chr4,7800502.0,AFAP1
chr5,149307590.0,AFAP1L1
chr5,149316276.0,AFAP1L1
chr10,114313890.0,AFAP1L2
chr10,114310393.0,AFAP1L2
chr6,167898292.0,AFDN
chr6,167864735.0,AFDN
chr6,167826914.0,AFDN-DT
chr6,167826977.0,AFDN-DT
chr4,87114900.0,AFF1
chr4,87108175.0,AFF1
chr4,86934916.0,AFF1-AS1
chr4,86935108.0,AFF1-AS1
chrX,148956258.0,AFF2
chrX,148953618.0,AFF2
chr2,99594176.0,AFF3
chr2,100006721.0,AFF3
chr5,132896855.0,AFF4
chr5,132899131.0,AFF4
chr6,108295074.0,AFG1L
chr6,108366321.0,AFG1L
chr16,89972481.0,AFG3L1P
chr16,89972471.0,AFG3L1P
chr18,12358909.0,AFG3L2
chr18,12358817.0,AFG3L2
chr4,73495422.0,AFM
chr4,73499243.0,AFM
chr17,78204719.0,AFMID
chr17,78204872.0,AFMID
chr4,73447538.0,AFP
chr4,73452447.0,AFP
chr2,64572955.0,AFTPH
chr2,64573020.0,AFTPH
chr4,177442281.0,AGA
chr4,177434409.0,AGA
chr2,235717604.0,AGAP1
chr2,235799495.0,AGAP1
chr10,87009513.0,AGAP11
chr10,87009288.0,AGAP11
chr12,57730944.0,AGAP2
chr12,57734346.0,AGAP2
chr7,151128590.0,AGAP3
chr7,151134453.0,AGAP3
chr10,45826912.0,AGAP4
chr10,45826599.0,AGAP4
chr10,73675605.0,AGAP5
chr10,73675217.0,AGAP5
chr10,50009669.0,AGAP6
chr10,50009055.0,AGAP6
chr10,47502347.0,AGAP9
chr10,47503003.0,AGAP9
chr15,86247689.0,AGBL1
chr15,86154499.0,AGBL1
chr11,47690329.0,AGBL2
chr11,47682009.0,AGBL2
chr7,135034909.0,AGBL3
chr7,135044112.0,AGBL3
chr1,48663192.0,AGBL4
chr1,48653396.0,AGBL4
chr2,27055095.0,AGBL5
